Name,Age,mlbID,Lev,Tm,Age,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,team_abbr
Tyler Mahle,31,641816,"Maj-AL,Maj-NL","Minnesota,San Francisco,Texas",31,28,28,7.0,,143.2,129,52,50,125,17,3.26,1.246,592,2.5,6,2,
Luke Maile,34,571912,"Maj-AL,Maj-NL","Cincinnati,Kansas City",34,8,0,,,9.0,18,14,1,0,5,14.0,2.111,47,0.0,0,0,
Anthony Maldonado,27,687424,"Maj-AL,Maj-NL","Athletics,Miami",27,22,1,1.0,1.0,25.0,31,20,12,18,4,7.2,1.72,115,1.5,3,0,
Mart\xc3\xadn Maldonado,36,455117,Maj-AL,Houston,36,1,0,,,1.0,5,4,1,0,1,36.0,6.0,10,0.0,0,0,HOU
Sean Manaea,34,640455,Maj-NL,"New York,San Francisco",34,93,58,23.0,1.0,395.0,333,184,132,418,53,4.19,1.177,1653,3.17,36,9,
Matt Manning,26,666159,Maj-AL,Detroit,26,20,20,5.0,,105.2,91,46,33,73,14,3.92,1.174,439,2.21,2,4,DET
Alek Manoah,26,666201,Maj-AL,Toronto,26,23,23,4.0,,108.1,101,62,65,102,18,5.15,1.532,497,1.57,17,2,TOR
Joe Mantiply,35,573009,"Maj-AL,Maj-NL","Arizona,Toronto",35,135,7,11.0,1.0,122.2,125,71,36,105,11,5.21,1.313,520,2.92,13,2,
Ron Marinaccio,30,676760,"Maj-AL,Maj-NL","New York,San Diego",30,74,0,5.0,2.0,90.2,68,37,42,100,12,3.67,1.213,381,2.38,21,2,
Michael Mariot,34,592527,Maj-NL,Cincinnati,34,1,0,,,2.2,4,1,1,2,1,3.38,1.875,13,2.0,0,0,CIN
Germ\xc3\xa1n M\xc3\xa1rquez,31,608566,Maj-NL,"Colorado,San Diego",31,34,34,6.0,,163.0,207,114,61,113,33,6.29,1.644,746,1.85,21,1,
Alec Marsh,26,679525,Maj-AL,Kansas City,26,43,33,12.0,,203.1,200,112,78,208,35,4.96,1.367,890,2.67,20,8,KC
Jos\xc3\xa9 Marte,28,665896,Maj-AL,Los Angeles,28,24,0,,,28.2,28,14,17,21,4,4.4,1.57,128,1.24,4,0,LAA
Yunior Marte,29,628708,Maj-NL,Philadelphia,29,63,0,1.0,2.0,65.1,81,42,32,61,11,5.79,1.73,309,1.91,8,0,PHI
Chris Martin,40,455119,Maj-AL,"Boston,Texas",40,155,0,10.0,7.0,143.1,144,42,18,146,14,2.64,1.13,577,8.11,19,2,
Corbin Martin,29,656686,Maj-AL,Baltimore,29,17,0,1.0,2.0,18.0,22,12,9,23,4,6.0,1.722,89,2.56,0,1,BAL
Davis Martin,29,663436,Maj-AL,Chicago,29,41,39,10.0,,217.2,205,95,77,170,27,3.93,1.296,915,2.21,16,1,CWS
Riley Martin,28,702303,Maj-NL,Chicago,28,5,1,,,5.1,3,0,0,5,0,0.0,0.563,18,,0,0,CHC
Adri\xc3\xa1n Martinez,26,661309,Maj-AL,Oakland,26,22,1,,,55.0,59,29,19,47,8,4.75,1.418,241,2.47,9,0,OAK
Justin Martinez,23,679885,Maj-NL,Arizona,23,91,0,6.0,14.0,98.0,79,40,59,127,5,3.67,1.408,432,2.15,2,1,ARI
Nick Martinez,35,607259,"Maj-AL,Maj-NL","Cincinnati,San Diego,Tampa Bay",35,149,54,27.0,1.0,433.2,403,178,106,347,49,3.69,1.174,1784,3.27,35,6,
Seth Martinez,30,661527,"Maj-AL,Maj-NL","Houston,Miami",30,84,0,4.0,2.0,101.1,97,50,40,85,14,4.44,1.352,440,2.13,10,0,
Miles Mastrobuoni,29,670156,"Maj-AL,Maj-NL","Chicago,Seattle",29,2,0,,,1.1,5,4,2,0,1,27.0,5.25,11,0.0,0,0,
Jorge Mateo,30,622761,Maj-AL,Baltimore,30,1,0,,,1.0,5,5,2,0,1,45.0,7.0,11,0.0,0,0,BAL
Phil Maton,33,664208,"Maj-AL,Maj-NL","Chicago,Houston,New York,St. Louis,Tampa Bay,Texas",33,218,0,11.0,9.0,206.2,156,79,81,232,21,3.44,1.147,860,2.86,15,1,
Yuki Matsui,29,673513,Maj-NL,San Diego,29,126,0,7.0,1.0,127.0,100,54,60,131,18,3.83,1.26,533,2.18,7,0,
Zebby Matthews,25,805673,Maj-AL,Minnesota,25,25,25,6.0,,117.0,145,77,35,131,23,5.92,1.538,531,3.74,6,0,MIN
Isaac Mattson,30,676755,Maj-NL,Pittsburgh,30,59,0,3.0,,65.2,48,18,30,60,4,2.47,1.188,275,2.0,0,1,PIT
Steven Matz,35,571927,"Maj-AL,Maj-NL","Boston,St. Louis,Tampa Bay",35,96,30,13.0,2.0,249.1,249,105,64,213,28,3.79,1.255,1042,3.33,17,1,
Tyler Matzek,34,554431,"Maj-AL,Maj-NL","Atlanta,New York",34,18,0,,,16.1,27,14,8,17,3,7.71,2.143,83,2.13,2,0,
Zach Maxwell,24,687209,Maj-NL,Cincinnati,24,8,0,,,10.0,10,5,4,13,3,4.5,1.4,43,3.25,1,0,CIN
Dustin May,28,669160,"Maj-AL,Maj-NL","Boston,Los Angeles,St. Louis",28,37,35,13.0,,192.2,185,102,75,168,24,4.76,1.349,830,2.24,24,1,
Trevor May,33,543507,Maj-AL,Oakland,33,48,0,3.0,21.0,45.2,34,17,28,39,4,3.35,1.358,200,1.39,5,1,OAK
Mike Mayers,31,594577,Maj-AL,Kansas City,31,6,2,1.0,,26.1,34,18,10,17,4,6.15,1.671,119,1.7,0,0,KC
Tim Mayza,34,641835,"Maj-AL,Maj-NL","New York,Philadelphia,Pittsburgh,Toronto",34,146,0,3.0,1.0,126.1,125,48,40,107,9,3.42,1.306,535,2.68,15,0,
Adam Mazur,24,800049,Maj-NL,"Miami,San Diego",24,14,14,1.0,,63.2,73,44,33,41,10,6.22,1.665,297,1.24,4,1,
Zach McAllister,35,502083,Maj-AL,New York,35,7,0,,,5.1,9,6,2,5,2,10.13,2.063,29,2.5,1,0,NYY
James McArthur,27,663704,Maj-AL,Kansas City,27,75,2,6.0,22.0,80.0,88,43,16,72,10,4.84,1.3,337,4.5,3,1,KC
James McCann,36,543510,"Maj-AL,Maj-NL","Arizona,Baltimore",36,3,0,,,3.0,11,7,0,0,2,21.0,3.667,20,,0,0,
Darren McCaughan,29,670766,"Maj-AL,Maj-NL","Cleveland,Miami,Minnesota,Seattle",29,18,5,,2.0,52.1,65,33,19,44,10,5.68,1.605,245,2.32,5,1,
Shane McClanahan,29,663556,Maj-AL,Tampa Bay,29,23,23,11.0,,122.2,96,48,51,128,16,3.52,1.198,506,2.51,10,0,TB
Chas McCormick,30,676801,Maj-AL,Houston,30,3,0,,,3.0,3,2,2,1,0,6.0,1.667,15,0.5,0,0,HOU
Lance McCullers Jr.,32,621121,Maj-AL,Houston,32,20,17,3.0,,75.2,79,54,48,82,12,6.42,1.678,360,1.71,11,1,HOU
Garrett McDaniels,25,680729,Maj-AL,Los Angeles,25,10,0,,,10.2,13,7,8,6,2,5.91,1.969,50,0.75,4,0,LAA
Chayce McDermott,26,694646,Maj-AL,Baltimore,26,5,2,,,12.2,17,18,14,12,4,12.79,2.447,69,0.86,0,0,BAL
Trevor McDonald,24,686790,Maj-NL,San Francisco,24,4,2,1.0,,18.0,13,3,3,15,1,1.5,0.889,70,5.0,0,0,SF
T.J. McFarland,36,519008,"Maj-AL,Maj-NL","Athletics,New York,Oakland",36,109,0,2.0,,74.0,83,37,21,48,6,4.5,1.405,320,2.29,6,0,
Easton McGee,28,668834,"Maj-AL,Maj-NL","Milwaukee,Seattle",28,11,1,,,22.1,17,9,6,15,1,3.63,1.03,87,2.5,0,0,
Scott McGough,35,543518,"Maj-AL,Maj-NL","Arizona,Athletics",35,101,3,3.0,9.0,118.2,112,76,56,127,24,5.76,1.416,523,2.27,5,0,
Michael McGreevy,25,700241,Maj-NL,St. Louis,25,25,23,12.0,,140.1,131,58,25,88,16,3.72,1.112,568,3.52,1,0,STL
Reese McGuire,31,624512,"Maj-AL,Maj-NL",Chicago,31,2,0,,,2.0,2,1,1,0,1,4.5,1.5,9,0.0,0,0,
Collin McHugh,36,543521,Maj-NL,Atlanta,36,40,1,4.0,,57.0,70,28,20,46,5,4.42,1.579,261,2.3,3,0,ATL
Ryan McKenna,26,663630,Maj-AL,Baltimore,26,1,0,,,1.0,4,2,0,0,0,18.0,4.0,6,,0,0,BAL
Triston McKenzie,27,663474,Maj-AL,Cleveland,27,24,20,3.0,,97.1,88,59,69,94,21,5.46,1.613,443,1.36,15,2,CLE
Zach McKinstry,30,656716,Maj-AL,Detroit,30,5,0,,,3.1,4,4,1,0,2,10.8,1.5,15,0.0,0,0,DET
Nolan McLean,24,690997,Maj-NL,New York,24,12,12,6.0,,71.2,44,17,24,85,5,2.13,0.949,277,3.54,0,1,NYM
John McMillon,26,669111,"Maj-AL,Maj-NL","Kansas City,Miami",26,14,0,2.0,,16.0,8,3,5,21,2,1.69,0.813,60,4.2,1,0,
John Means,31,607644,Maj-AL,Baltimore,31,8,8,3.0,,44.1,29,13,6,26,6,2.64,0.789,168,4.33,0,0,BAL
Nick Mears,29,683232,"Maj-AL,Maj-NL","Colorado,Kansas City,Milwaukee",29,146,0,7.0,1.0,145.1,124,71,56,154,15,4.4,1.239,610,2.75,8,2,
Victor Mederos,24,682989,Maj-AL,Los Angeles,24,12,3,,,25.1,30,24,21,22,5,8.53,2.013,125,1.05,1,0,LAA
Luis Medina,27,665622,Maj-AL,"Athletics,Oakland",27,37,25,5.0,,157.2,158,92,82,147,19,5.25,1.522,710,1.79,8,4,
James Meeker,29,703231,Maj-NL,Milwaukee,29,1,0,,,1.0,1,0,1,0,0,0.0,2.0,4,0.0,0,0,MIL
Trevor Megill,32,656730,Maj-NL,Milwaukee,32,145,3,8.0,55.0,142.1,116,50,48,183,10,3.16,1.152,586,3.81,30,0,MIL
Tylor Megill,29,656731,Maj-NL,New York,29,57,54,18.0,,277.0,277,136,128,290,34,4.42,1.462,1234,2.27,19,8,NYM
J.C. Mej\xc3\xada,26,650496,Maj-NL,Milwaukee,26,9,0,1.0,,11.1,15,7,3,13,2,5.56,1.588,50,4.33,0,0,MIL
Juan Mejia,25,675848,Maj-NL,Colorado,25,63,1,2.0,2.0,70.1,66,34,29,75,7,4.35,1.351,304,2.59,2,2,COL
Troy Melton,24,675512,Maj-AL,Detroit,24,20,5,4.0,,54.0,39,19,19,44,9,3.17,1.074,216,2.32,4,1,DET
Cristian Mena,22,691441,Maj-NL,Arizona,22,4,1,1.0,,9.2,7,5,6,10,3,4.66,1.345,41,1.67,0,0,ARI
Danny Mendick,30,664901,"Maj-AL,Maj-NL","Chicago,New York",30,3,0,,,3.0,11,8,0,0,2,24.0,3.667,19,,0,0,
Michael Mercado,26,675650,Maj-NL,Philadelphia,26,8,2,1.0,,16.0,23,21,13,14,10,11.81,2.25,84,1.08,1,0,PHI
Julian Merryweather,33,657240,Maj-NL,Chicago,33,105,0,6.0,2.0,105.2,99,50,56,127,10,4.26,1.467,465,2.27,12,2,CHC
Matt Mervis,26,670223,Maj-NL,Chicago,26,1,0,,,0.2,7,6,0,0,0,81.0,10.5,9,,0,0,CHC
Parker Messick,25,800048,Maj-AL,Cleveland,25,11,11,6.0,,65.1,59,15,13,63,5,2.07,1.102,258,4.85,0,2,CLE
Luis Mey,24,682825,Maj-NL,Cincinnati,24,23,0,2.0,,21.0,17,8,17,21,3,3.43,1.619,96,1.24,0,0,CIN
Max Meyer,27,676974,Maj-NL,Miami,27,27,27,7.0,,141.1,151,79,48,134,28,5.03,1.408,621,2.79,7,1,MIA
Keynan Middleton,29,641871,Maj-AL,"Chicago,New York",29,51,0,2.0,2.0,50.2,40,19,23,64,8,3.38,1.243,212,2.78,4,1,
Miles Mikolas,37,571945,Maj-NL,"St. Louis,Washington",37,101,100,27.0,,541.2,604,308,110,364,87,5.12,1.318,2309,3.31,35,4,
Spencer Miles,25,693686,Maj-AL,Toronto,25,6,0,1.0,,10.1,10,4,4,9,2,3.48,1.355,44,2.25,0,0,TOR
Wade Miley,38,489119,Maj-NL,"Cincinnati,Milwaukee",38,28,27,10.0,,139.1,120,56,48,88,20,3.62,1.206,575,1.83,4,5,
Bobby Miller,26,676272,Maj-NL,Los Angeles,26,38,37,13.0,,187.0,189,115,66,179,31,5.53,1.364,802,2.71,20,1,LAD
Brad Miller,33,543543,Maj-AL,Texas,33,1,0,,,2.0,2,3,2,0,1,13.5,2.0,9,0.0,0,0,TEX
Bryce Miller,26,682243,Maj-AL,Seattle,26,77,77,25.0,,416.1,358,183,110,373,57,3.96,1.124,1688,3.39,30,5,SEA
Erik Miller,28,669062,Maj-NL,San Francisco,28,117,10,8.0,1.0,104.1,81,38,62,121,7,3.28,1.371,444,1.95,12,3,SF
Mason Miller,27,695243,"Maj-AL,Maj-NL","Athletics,Oakland,San Diego",27,137,6,4.0,57.0,173.0,90,50,67,279,13,2.6,0.908,666,4.16,11,0,
Owen Miller,27,680911,Maj-NL,Milwaukee,27,1,0,,,2.0,5,4,1,0,1,18.0,3.0,12,0.0,0,0,MIL
Ryan Miller,28,668943,Maj-AL,Los Angeles,28,13,0,,,13.0,13,6,8,11,2,4.15,1.615,58,1.38,1,0,LAA
Shelby Miller,34,571946,"Maj-AL,Maj-NL","Arizona,Detroit,Los Angeles,Milwaukee",34,135,1,13.0,13.0,144.2,94,50,47,147,17,3.11,0.975,578,3.13,21,1,
Tyson Miller,28,668338,"Maj-AL,Maj-NL","Chicago,Los Angeles,Milwaukee,New York,Seattle",28,68,0,6.0,1.0,77.1,52,24,17,64,9,2.79,0.892,299,3.76,4,1,
Alec Mills,31,621219,Maj-NL,Cincinnati,31,1,0,,,1.0,4,2,1,0,1,18.0,5.0,10,0.0,0,0,CIN
Hoby Milner,35,571948,"Maj-AL,Maj-NL","Chicago,Milwaukee,Texas",35,218,1,10.0,1.0,211.0,190,79,48,184,17,3.37,1.128,856,3.83,4,3,
Tommy Milone,36,543548,Maj-AL,Seattle,36,2,2,,,9.0,7,2,6,3,1,2.0,1.444,40,0.5,0,0,SEA
A.J. Minter,31,621345,Maj-NL,"Atlanta,New York",31,124,0,9.0,11.0,111.1,89,39,38,131,12,3.15,1.141,446,3.45,19,1,
Anthony Misiewicz,30,664948,"Maj-AL,Maj-NL","Arizona,Detroit,Minnesota,New York",30,17,0,2.0,,16.2,24,14,11,14,4,7.56,2.1,84,1.27,0,0,
Jacob Misiorowski,24,694819,Maj-NL,Milwaukee,24,22,18,8.0,,99.2,71,42,43,136,13,3.79,1.144,407,3.16,1,0,MIL
Casey Mize,29,663554,Maj-AL,Detroit,29,56,54,17.0,,280.0,297,124,76,249,35,3.99,1.332,1198,3.28,23,2,DET
Carmen Mlodzinski,27,669387,Maj-NL,Pittsburgh,27,113,20,14.0,1.0,206.0,190,71,72,189,14,3.1,1.272,867,2.63,11,0,PIT
Anthony Molina,23,683627,Maj-NL,Colorado,23,52,2,2.0,,94.1,124,73,28,65,17,6.96,1.611,424,2.32,6,0,COL
Sam Moll,34,594580,"Maj-AL,Maj-NL","Cincinnati,Oakland",34,151,1,7.0,1.0,128.0,92,50,61,137,9,3.52,1.195,542,2.25,19,3,
Frankie Montas,32,593423,"Maj-AL,Maj-NL","Cincinnati,Milwaukee,New York",32,41,38,11.0,,194.1,196,109,82,184,32,5.05,1.431,858,2.24,22,1,
Keider Montero,25,672456,Maj-AL,Detroit,25,47,32,12.0,1.0,213.2,209,102,66,169,35,4.3,1.287,894,2.56,8,2,DET
Rafael Montero,34,606160,"Maj-AL,Maj-NL","Atlanta,Detroit,Houston",34,172,0,5.0,,169.0,153,90,89,166,23,4.79,1.432,731,1.87,22,2,
Christian Montes De Oca,25,801216,Maj-NL,Arizona,25,1,0,,,2.2,0,0,1,2,0,0.0,0.375,9,2.0,0,0,ARI
Patrick Monteverde,27,687287,Maj-NL,Miami,27,1,0,,,3.2,9,4,1,4,0,9.82,2.727,20,4.0,1,0,MIA
Jordan Montgomery,31,656756,"Maj-AL,Maj-NL","Arizona,St. Louis,Texas",31,63,58,21.0,1.0,336.2,363,158,97,266,35,4.22,1.366,1444,2.74,29,5,
Mason Montgomery,26,682254,"Maj-AL,Maj-NL","Pittsburgh,Tampa Bay",26,76,1,2.0,1.0,65.0,66,36,37,99,7,4.98,1.585,290,2.68,12,2,
Dylan Moore,33,664238,Maj-NL,Philadelphia,33,2,0,,,1.2,1,1,1,0,0,5.4,1.2,8,0.0,0,0,PHI
Matt Moore,35,519043,"Maj-AL,Maj-NL","Cleveland,Los Angeles,Miami",35,101,0,10.0,1.0,101.0,85,42,41,101,18,3.74,1.248,428,2.46,14,1,
McKinley Moore,24,686842,Maj-NL,Philadelphia,24,3,0,,,3.1,5,7,5,2,1,18.9,3.0,21,0.4,0,0,PHI
Luis Morales,23,806960,Maj-AL,Athletics,23,12,11,4.0,,56.0,51,27,26,48,12,4.34,1.375,241,1.85,4,0,
Jovani Mor\xc3\xa1n,29,663558,Maj-AL,"Boston,Minnesota",29,51,0,2.0,,59.2,45,30,36,68,4,4.53,1.358,255,1.89,3,0,
Adri\xc3\xa1n Morej\xc3\xb3n,27,670970,Maj-NL,San Diego,27,157,1,19.0,5.0,163.2,145,53,47,162,7,2.91,1.173,675,3.45,20,0,
Dauri Moreta,29,664294,Maj-NL,Pittsburgh,29,72,0,6.0,1.0,73.2,55,30,29,92,6,3.67,1.14,302,3.17,9,0,PIT
David Morgan,26,688158,Maj-NL,San Diego,26,50,2,3.0,,59.1,44,16,32,63,5,2.43,1.281,246,1.97,5,0,
Eli Morgan,30,669212,"Maj-AL,Maj-NL","Chicago,Cleveland,Kansas City",30,109,0,8.0,2.0,126.2,120,51,44,123,17,3.62,1.295,544,2.8,22,1,
Juan Morillo,27,666661,Maj-NL,Arizona,27,53,0,1.0,2.0,44.2,44,19,24,46,3,3.83,1.522,193,1.92,1,0,ARI
Reyes Moronta,30,606625,Maj-AL,Los Angeles,30,2,0,,,1.1,4,1,3,2,1,6.75,5.25,11,0.67,0,0,LAA
Andrew Morris,24,702193,Maj-AL,Minnesota,24,1,0,,,3.0,6,1,0,2,0,3.0,2.0,15,,0,0,MIN
Cody Morris,26,663752,Maj-AL,Cleveland,26,6,0,,,8.0,10,6,6,9,3,6.75,2.0,38,1.5,1,0,CLE
Charlie Morton,41,450203,"Maj-AL,Maj-NL","Atlanta,Baltimore,Detroit",41,93,87,31.0,,470.2,456,235,220,499,60,4.49,1.436,2071,2.27,38,19,
Zach Muckenhirn,28,669105,Maj-NL,New York,28,3,0,,,6.0,11,4,2,3,0,6.0,2.167,31,1.5,0,0,NYM
Kyle Muller,26,666205,Maj-AL,Oakland,26,41,12,1.0,,121.1,156,86,48,89,22,6.38,1.681,555,1.85,16,5,OAK
Andr\xc3\xa9s Mu\xc3\xb1oz,27,662253,Maj-AL,Seattle,27,190,0,12.0,76.0,185.0,115,49,83,243,11,2.38,1.07,753,2.93,19,1,SEA
Roddery Mu\xc3\xb1oz,26,682610,"Maj-AL,Maj-NL","Houston,Miami,St. Louis",26,30,17,2.0,,97.2,105,77,57,90,33,7.1,1.659,455,1.58,8,2,
Rolddy Mu\xc3\xb1oz,26,691548,Maj-NL,Atlanta,26,4,0,,,5.2,9,8,6,8,2,12.71,2.647,33,1.33,2,0,ATL
Noah Murdock,26,668716,Maj-AL,Athletics,26,14,0,1.0,,17.0,26,25,20,21,0,13.24,2.706,98,1.05,3,0,
Penn Murfee,31,682171,Maj-AL,"Chicago,Seattle",31,30,0,1.0,,26.1,23,13,15,29,4,4.44,1.443,119,1.93,3,1,
Chris Murphy,28,669684,Maj-AL,"Boston,Chicago",28,49,0,5.0,2.0,88.1,80,45,42,85,10,4.58,1.381,392,2.02,5,0,
Jayden Murray,29,681151,Maj-AL,Houston,29,10,1,,,13.2,12,4,6,11,0,2.63,1.317,58,1.83,0,0,HOU
Joe Musgrove,31,605397,Maj-NL,San Diego,31,37,37,16.0,,200.2,185,77,44,202,24,3.45,1.141,821,4.59,12,4,
Parker Mushinski,28,656786,Maj-AL,Houston,28,24,0,,,25.2,30,17,9,18,6,5.96,1.519,119,2.0,3,0,HOU
Tobias Myers,27,668964,Maj-NL,"Milwaukee,New York",27,57,32,10.0,,207.1,193,72,54,179,25,3.13,1.191,861,3.31,6,4,
James Naile,30,664942,Maj-NL,St. Louis,30,10,0,,,15.1,27,15,9,7,1,8.8,2.348,80,0.78,0,0,STL
Tommy Nance,35,667297,Maj-AL,Toronto,35,60,0,2.0,,62.2,58,25,21,60,3,3.59,1.261,266,2.86,13,1,TOR
Andrew Nardi,27,677053,Maj-NL,Miami,27,129,0,12.0,3.0,114.0,96,51,43,153,16,4.03,1.219,479,3.56,7,1,MIA
Nick Nastrini,24,680897,Maj-AL,Chicago,24,9,8,,,35.2,32,28,36,26,7,7.07,1.907,174,0.72,15,0,CWS
Packy Naughton,27,676050,Maj-NL,St. Louis,27,4,0,,,5.0,2,0,1,5,0,0.0,0.6,17,5.0,0,0,STL
Edgar Navarro,25,679346,Maj-AL,Chicago,25,8,0,,,8.2,11,7,2,9,2,7.27,1.5,39,4.5,0,0,CWS
Zach Neal,34,594943,Maj-AL,Oakland,34,14,2,1.0,,27.0,30,20,14,25,8,6.67,1.63,124,1.79,0,0,OAK
Jack Neely,24,680891,Maj-NL,Chicago,24,6,0,,,6.0,8,6,2,7,2,9.0,1.667,28,3.5,0,0,CHC
Kyle Nelson,28,669459,Maj-NL,Arizona,28,86,2,7.0,1.0,72.2,72,35,24,76,17,4.33,1.321,309,3.17,1,0,ARI
Nick Nelson,28,656793,Maj-NL,Philadelphia,28,5,0,1.0,,10.2,10,4,4,11,1,3.38,1.313,46,2.75,1,1,PHI
Ryne Nelson,28,669194,Maj-NL,Arizona,28,97,79,26.0,2.0,475.1,461,226,130,380,63,4.28,1.243,1984,2.92,5,1,ARI
Hector Neris,36,593576,"Maj-AL,Maj-NL","Atlanta,Chicago,Houston,Los Angeles",36,175,0,19.0,20.0,162.1,129,66,81,184,24,3.66,1.294,691,2.27,21,1,
Sean Newcomb,33,656794,Maj-AL,"Athletics,Boston,Chicago,Oakland",33,72,7,4.0,2.0,131.0,126,47,53,128,8,3.23,1.366,558,2.42,13,1,
Kevin Newman,31,621028,Maj-AL,Los Angeles,31,2,0,,,4.0,4,3,0,0,2,6.75,1.0,16,,0,0,LAA
Kyle Nicolas,27,693312,Maj-NL,"Cincinnati,Pittsburgh",27,90,0,4.0,,102.1,95,54,58,100,9,4.75,1.495,457,1.72,4,0,
Tom\xc3\xa1s Nido,31,621512,Maj-AL,Detroit,31,1,0,,,1.2,0,0,0,0,0,0.0,0.0,6,,0,0,DET
Doug Nikhazy,26,680951,Maj-AL,"Chicago,Cleveland",26,3,1,,,6.0,6,7,8,6,0,10.5,2.333,32,0.75,1,0,
Vinny Nittoli,33,657697,"Maj-AL,Maj-NL","Baltimore,New York,Oakland",33,12,0,,,15.2,14,3,2,11,1,1.72,1.021,61,5.5,2,1,
Stephen Nogosek,28,668665,Maj-NL,New York,28,13,0,,,25.2,28,16,14,25,6,5.61,1.636,118,1.79,2,0,NYM
Aaron Nola,33,605400,Maj-NL,Philadelphia,33,91,91,35.0,,536.0,509,253,133,550,86,4.25,1.198,2212,4.14,40,5,PHI
Austin Nola,35,543592,Maj-NL,Colorado,35,1,0,,,1.0,8,8,0,0,2,72.0,8.0,11,,0,0,COL
Sean Nolin,33,543594,Maj-NL,Miami,33,1,0,,,3.0,7,6,2,2,2,18.0,3.0,18,1.0,0,0,MIA
Daniel Norris,30,596057,Maj-AL,Cleveland,30,7,0,,,12.2,10,8,12,11,3,5.68,1.737,63,0.92,1,0,CLE
Anthony Nunez,24,689296,Maj-AL,Baltimore,24,9,0,,,9.1,5,2,1,12,2,1.93,0.643,35,12.0,0,0,BAL
Dedniel N\xc3\xba\xc3\xb1ez,29,673380,Maj-NL,New York,29,35,0,2.0,1.0,44.2,30,14,14,59,4,2.82,0.985,176,4.21,3,1,NYM
Eduarniel Nu\xc3\xb1ez,26,674384,"Maj-AL,Maj-NL","Athletics,San Diego",26,10,0,1.0,,12.2,13,10,11,11,2,7.11,1.895,60,1.0,2,0,
Riley O\'Brien,31,676617,Maj-NL,St. Louis,31,61,0,5.0,12.0,67.0,50,21,30,68,4,2.82,1.194,282,2.27,2,0,STL
Jack O\'Loughlin,24,672552,Maj-AL,Oakland,24,4,0,,,9.2,13,5,5,6,1,4.66,1.862,47,1.2,0,0,OAK
Bailey Ober,30,641927,Maj-AL,Minnesota,30,90,89,28.0,,493.1,448,235,109,475,85,4.29,1.129,2018,4.36,10,4,MIN
Shinnosuke Ogasawara,27,829272,Maj-NL,Washington,27,23,2,1.0,,38.2,43,30,17,30,9,6.98,1.552,173,1.76,2,1,WSN
Pierson Ohl,25,701487,Maj-AL,Minnesota,25,14,3,,,30.0,38,17,7,27,5,5.1,1.5,133,3.86,1,1,MIN
Shohei Ohtani,31,660271,"Maj-AL,Maj-NL",Los Angeles,31,43,43,15.0,,211.1,146,72,74,265,23,3.07,1.041,848,3.58,6,1,
Steven Okert,34,595345,"Maj-AL,Maj-NL","Houston,Miami,Minnesota",34,187,4,9.0,2.0,176.2,138,78,64,199,22,3.97,1.143,725,3.11,24,2,
Adam Oller,29,670124,"Maj-AL,Maj-NL","Miami,Oakland",29,17,9,3.0,,62.0,72,47,34,49,12,6.82,1.71,290,1.44,1,0,
Reese Olson,25,681857,Maj-AL,Detroit,25,58,54,13.0,,293.2,249,116,93,277,27,3.56,1.165,1210,2.98,20,3,DET
Kaleb Ort,33,672391,Maj-AL,"Boston,Houston",33,91,2,4.0,1.0,91.2,74,46,40,98,21,4.52,1.244,385,2.45,9,2,
Oliver Ortega,26,661383,Maj-AL,Minnesota,26,10,0,,,14.2,11,7,7,14,2,4.3,1.227,63,2.0,2,0,MIN
Luis Ortiz,28,656814,Maj-NL,Philadelphia,28,15,0,,1.0,19.2,26,9,5,16,1,4.12,1.576,84,3.2,0,0,PHI
Luis Ortiz,26,682847,"Maj-AL,Maj-NL","Cleveland,Pittsburgh",26,71,46,16.0,1.0,311.0,288,139,132,262,41,4.02,1.35,1338,1.98,23,4,
Eric Orze,28,679358,"Maj-AL,Maj-NL","Minnesota,New York,Tampa Bay",28,43,0,1.0,4.0,52.0,50,22,25,47,5,3.81,1.442,226,1.88,7,1,
Michel Ota\xc3\xb1ez,27,671305,Maj-AL,"Athletics,Oakland",27,42,0,1.0,1.0,39.1,34,21,25,61,4,4.81,1.5,179,2.44,4,0,
Adam Ottavino,39,493603,"Maj-AL,Maj-NL",New York,39,129,0,3.0,13.0,119.1,95,49,56,135,13,3.7,1.265,515,2.41,41,1,
Glenn Otto,27,657248,Maj-AL,Texas,27,6,0,,,10.2,14,12,6,11,6,10.13,1.875,51,1.83,4,0,TEX
Connor Overton,29,656818,Maj-NL,Cincinnati,29,3,3,,,11.0,19,14,7,9,3,11.45,2.364,55,1.29,1,0,CIN
Johan Oviedo,28,670912,"Maj-AL,Maj-NL","Boston,Pittsburgh",28,42,41,11.0,,221.2,193,105,107,203,27,4.26,1.353,969,1.9,13,0,
Tyler Owens,24,687074,Maj-AL,Detroit,24,3,0,,,3.0,3,1,3,1,0,3.0,2.0,15,0.33,0,0,DET
Chris Owings,31,572008,Maj-NL,Pittsburgh,31,1,0,,,1.0,2,0,0,0,0,0.0,2.0,6,,0,0,PIT
Chris Paddack,30,663978,"Maj-AL,Maj-NL","Detroit,Miami,Minnesota",30,58,48,11.0,1.0,274.1,298,158,64,223,50,5.18,1.32,1175,3.48,13,1,
Nicholas Padilla,26,656820,Maj-AL,Chicago,26,3,0,,,4.2,9,3,1,6,1,5.79,2.143,23,6.0,0,0,CWS
